regime,seed,agent_id,n_clients,min_kappa,breached
calm,107,30,16,0.08626980488894546,0
calm,107,31,13,0.09467875456109694,0
calm,107,32,11,0.09000669031154136,0
calm,107,33,18,0.08653594970409655,0
calm,107,34,12,0.08587296797821793,0
calm,107,35,0,0.17939548136862876,0
calm,107,36,0,0.18850304109278188,0
calm,107,37,0,0.17666906291098947,0
calm,107,38,0,0.18680510684934248,0
calm,107,39,0,0.18713374714863565,0
calm,108,30,16,0.10043624870517556,0
calm,108,31,13,0.08148806509431318,0
calm,108,32,13,0.08838947301384675,0
calm,108,33,14,0.08091194481375352,0
calm,108,34,14,0.09481494244649398,0
calm,108,35,0,0.18658136721393423,0
calm,108,36,0,0.1931460860405128,0
calm,108,37,0,0.1776928146925684,0
calm,108,38,0,0.1668848530785017,0
calm,108,39,0,0.1814758244901602,0
calm,109,30,16,0.08213506512576012,0
calm,109,31,10,0.07690804643505562,1
calm,109,32,12,0.07788743042769844,1
calm,109,33,16,0.08081033756532945,0
calm,109,34,11,0.07717434240527668,1
calm,109,35,0,0.1715044717973061,0
calm,109,36,0,0.1872589681749812,0
calm,109,37,0,0.17859321486291083,0
calm,109,38,0,0.18675384139686188,0
calm,109,39,0,0.17805261174546644,0
calm,110,30,19,0.07943046326875189,1
calm,110,31,14,0.09321067185578595,0
calm,110,32,13,0.07914370956384545,1
calm,110,33,13,0.0792081585870256,1
calm,110,34,12,0.07688639708777807,1
calm,110,35,0,0.18824946840167206,0
calm,110,36,0,0.169435644017872,0
calm,110,37,0,0.178462442138863,0
calm,110,38,0,0.5534679897883273,0
calm,110,39,0,0.17871138536212283,0
calm,111,30,14,0.09070653630906492,0
